finding_id,target_id,relation,half,note
#191,Conformance Register,SOURCE-OF,,Pass #4 cluster target: Conformance and Validation.
#192,Conformance Register,SOURCE-OF,,Pass #4 cluster target: Testing and Adversarial Review.
#193,Conformance Register,SOURCE-OF,,Pass #4 cluster target: Testing and Adversarial Review.
#194,DEF-05,SOURCE-OF,,Pass #4 cluster target: Canonical Equivalence.
#194,CORE-07,SOURCE-OF,,Pass #4 cluster target: Canonical Equivalence.
#195,CORE-03b,SOURCE-OF,,Pass #4 cluster target: Failure Semantics.
#195,Conformance Register,SOURCE-OF,,Pass #4 cluster target: Failure Semantics.
#196,DEF-02,SOURCE-OF,,Pass #4 cluster target: Reconstruction and Recoverability.
#196,Preservation Register,SOURCE-OF,,Pass #4 cluster target: Reconstruction and Recoverability.
#197,DEF-05,SOURCE-OF,,Pass #4 cluster target: Canonical Equivalence.
#197,CORE-07,SOURCE-OF,,Pass #4 cluster target: Canonical Equivalence.
#198,DEF-04,SOURCE-OF,,Pass #4 cluster target: Conformance and Validation.
#198,Conformance Register,SOURCE-OF,,Pass #4 cluster target: Conformance and Validation.
#199,Conformance Register,SOURCE-OF,,Pass #4 cluster target: Testing and Adversarial Review.
#200,Preservation Register,SOURCE-OF,,Pass #4 cluster target: Preservation and Archival Survival.
#201,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#201,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#202,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Runtime Independence.
#202,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Runtime Independence.
#203,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Preservation and Archival Survival.
#204,DEF-02,MERGED-INTO,,Pass #4 cluster target: Reconstruction and Recoverability.
#204,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Reconstruction and Recoverability.
#205,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#205,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#206,Preservation Register,SOURCE-OF,,Pass #4 cluster target: Preservation and Archival Survival.
#207,CORE-04,MERGED-INTO,,Pass #4 cluster target: Single Canonical Truth.
#207,DEF-01,MERGED-INTO,,Pass #4 cluster target: Single Canonical Truth.
#208,CORE-07,MERGED-INTO,,Pass #4 cluster target: Representation Independence.
#209,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#209,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#210,CORE-07,SOURCE-OF,,Pass #4 cluster target: Representation Independence.
#211,CORE-07,MERGED-INTO,,Pass #4 cluster target: Representation Independence.
#212,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Technology and Infrastructure Independence.
#212,CORE-07,MERGED-INTO,,Pass #4 cluster target: Technology and Infrastructure Independence.
#213,CORE-07,MERGED-INTO,,Pass #4 cluster target: Representation Independence.
#214,CORE-07,MERGED-INTO,,Pass #4 cluster target: Representation Independence.
#215,DEF-05,SOURCE-OF,,Pass #4 cluster target: Canonical Equivalence.
#215,CORE-07,SOURCE-OF,,Pass #4 cluster target: Canonical Equivalence.
#216,DEF-05,SOURCE-OF,,Pass #4 cluster target: Canonical Equivalence.
#216,CORE-07,SOURCE-OF,,Pass #4 cluster target: Canonical Equivalence.
#217,DEF-05,SOURCE-OF,,Pass #4 cluster target: Canonical Equivalence.
#217,CORE-07,SOURCE-OF,,Pass #4 cluster target: Canonical Equivalence.
#218,DEF-05,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#218,CORE-07,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#219,IF-01,SOURCE-OF,,Pass #4 cluster target: Institutional Authority and Adoption.
#219,Governance Register,SOURCE-OF,,Pass #4 cluster target: Institutional Authority and Adoption.
#220,CORE-07,MERGED-INTO,,Pass #4 cluster target: Representation Independence.
#221,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#221,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#222,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#222,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#223,CORE-03c,MERGED-INTO,,Pass #4 cluster target: Independent Implementation.
#223,CORE-05,MERGED-INTO,,Pass #4 cluster target: Independent Implementation.
#224,CORE-03c,MERGED-INTO,,Pass #4 cluster target: Independent Implementation.
#224,CORE-05,MERGED-INTO,,Pass #4 cluster target: Independent Implementation.
#225,Terminology Register,SOURCE-OF,,Pass #4 cluster target: Terminology Discipline.
#226,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#227,UP-01,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#227,UP-02,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#227,UP-03,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#228,CORE-03,MERGED-INTO,,Pass #4 cluster target: Exact Membership and Boundary Resolution.
#228,LIM-01,MERGED-INTO,,Pass #4 cluster target: Exact Membership and Boundary Resolution.
#229,CORE-07,MERGED-INTO,,Pass #4 cluster target: Representation Independence.
#230,CORE-07,MERGED-INTO,,Pass #4 cluster target: Representation Independence.
#231,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Minimality and Semantic Restraint.
#232,BOUND-01,SOURCE-OF,,Pass #4 cluster target: Minimality and Semantic Restraint.
#233,DEF-03,SOURCE-OF,,Pass #4 cluster target: Finite Expressibility and Determinism.
#234,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Minimality and Semantic Restraint.
#235,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#235,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#236,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#236,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#237,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#237,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#238,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#238,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#239,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Technology and Infrastructure Independence.
#239,CORE-07,MERGED-INTO,,Pass #4 cluster target: Technology and Infrastructure Independence.
#240,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Technology and Infrastructure Independence.
#240,CORE-07,MERGED-INTO,,Pass #4 cluster target: Technology and Infrastructure Independence.
#241,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Minimality and Semantic Restraint.
#242,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Technology and Infrastructure Independence.
#242,CORE-07,MERGED-INTO,,Pass #4 cluster target: Technology and Infrastructure Independence.
#243,DOWN-01,MERGED-INTO,,Pass #4 cluster target: Survey Dependency / Downward Contract.
#243,DOWN-02,MERGED-INTO,,Pass #4 cluster target: Survey Dependency / Downward Contract.
#243,DOWN-03,MERGED-INTO,,Pass #4 cluster target: Survey Dependency / Downward Contract.
#243,DOWN-04,MERGED-INTO,,Pass #4 cluster target: Survey Dependency / Downward Contract.
#244,DEF-06,SOURCE-OF,,Item-level override.
#245,DEF-06,SOURCE-OF,,Item-level override.
#246,DEF-06,MERGED-INTO,,Pass #4 cluster target: Precision and Refinement.
#246,DOWN-03,MERGED-INTO,,Pass #4 cluster target: Precision and Refinement.
#247,DEF-06,MERGED-INTO,,Pass #4 cluster target: Precision and Refinement.
#247,DOWN-03,MERGED-INTO,,Pass #4 cluster target: Precision and Refinement.
#248,DEF-06,MERGED-INTO,,Pass #4 cluster target: Precision and Refinement.
#248,DOWN-03,MERGED-INTO,,Pass #4 cluster target: Precision and Refinement.
#249,CORE-03b,MERGED-INTO,,Pass #4 cluster target: Failure Semantics.
#249,Conformance Register,MERGED-INTO,,Pass #4 cluster target: Failure Semantics.
#250,CORE-03,MERGED-INTO,,Pass #4 cluster target: Exact Membership and Boundary Resolution.
#250,LIM-01,MERGED-INTO,,Pass #4 cluster target: Exact Membership and Boundary Resolution.
#251,CORE-03b,SOURCE-OF,,Pass #4 cluster target: Failure Semantics.
#251,Conformance Register,SOURCE-OF,,Pass #4 cluster target: Failure Semantics.
#252,CORE-03b,SOURCE-OF,,Pass #4 cluster target: Failure Semantics.
#252,Conformance Register,SOURCE-OF,,Pass #4 cluster target: Failure Semantics.
#253,CORE-03b,SOURCE-OF,,Pass #4 cluster target: Failure Semantics.
#253,Conformance Register,SOURCE-OF,,Pass #4 cluster target: Failure Semantics.
#254,CORE-03b,SOURCE-OF,,Pass #4 cluster target: Failure Semantics.
#254,Conformance Register,SOURCE-OF,,Pass #4 cluster target: Failure Semantics.
#255,CORE-03b,MERGED-INTO,,Pass #4 cluster target: Failure Semantics.
#255,Conformance Register,MERGED-INTO,,Pass #4 cluster target: Failure Semantics.
#256,CORE-03,MERGED-INTO,,Pass #4 cluster target: Exact Membership and Boundary Resolution.
#256,LIM-01,MERGED-INTO,,Pass #4 cluster target: Exact Membership and Boundary Resolution.
#257,Conformance Register,SOURCE-OF,,Pass #4 cluster target: Testing and Adversarial Review.
#258,CORE-03b,SOURCE-OF,,Pass #4 cluster target: Failure Semantics.
#258,Conformance Register,SOURCE-OF,,Pass #4 cluster target: Failure Semantics.
#259,CONST-03,SOURCE-OF,,Item-level override.
#260,CORE-02,SOURCE-OF,,Item-level override.
#261,CORE-02,MERGED-INTO,,Pass #4 cluster target: Survey-to-World Relationship.
#262,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Layer Boundaries.
#262,Shared Architecture,MERGED-INTO,,Pass #4 cluster target: Layer Boundaries.
#263,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Layer Boundaries.
#263,Shared Architecture,MERGED-INTO,,Pass #4 cluster target: Layer Boundaries.
#264,Shared Architecture: No Duplicated Responsibility,SOURCE-OF,,Item-level override.
#265,Shared Architecture: No Orphaned Responsibility,SOURCE-OF,,Item-level override.
#266,CORE-06,SOURCE-OF,,Pass #4 cluster target: Change Control and Permanence.
#266,Governance Register,SOURCE-OF,,Pass #4 cluster target: Change Control and Permanence.
#267,CORE-06,SOURCE-OF,,Pass #4 cluster target: Change Control and Permanence.
#267,Governance Register,SOURCE-OF,,Pass #4 cluster target: Change Control and Permanence.
#268,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Minimality and Semantic Restraint.
#269,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Minimality and Semantic Restraint.
#270,CORE-03c,MERGED-INTO,,Pass #4 cluster target: Independent Implementation.
#270,CORE-05,MERGED-INTO,,Pass #4 cluster target: Independent Implementation.
#271,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#271,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#272,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#272,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#273,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Layer Boundaries.
#273,Shared Architecture,MERGED-INTO,,Pass #4 cluster target: Layer Boundaries.
#274,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Layer Boundaries.
#274,Shared Architecture,MERGED-INTO,,Pass #4 cluster target: Layer Boundaries.
#275,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Layer Boundaries.
#275,Shared Architecture,MERGED-INTO,,Pass #4 cluster target: Layer Boundaries.
#276,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Layer Boundaries.
#276,Shared Architecture,MERGED-INTO,,Pass #4 cluster target: Layer Boundaries.
#277,BOUND-01,SOURCE-OF,,Pass #4 cluster target: Minimality and Semantic Restraint.
#278,BOUND-01,SOURCE-OF,,Pass #4 cluster target: Minimality and Semantic Restraint.
#279,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Minimality and Semantic Restraint.
#280,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Minimality and Semantic Restraint.
#281,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#281,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#282,UP-01,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#282,UP-02,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#282,UP-03,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#283,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#283,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#284,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Parcel Independence.
#284,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Parcel Independence.
#285,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#286,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Minimality and Semantic Restraint.
#287,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Minimality and Semantic Restraint.
#288,CONST-01,MERGED-INTO,,Pass #4 cluster target: Constitutional Subordination.
#288,CONST-05,MERGED-INTO,,Pass #4 cluster target: Constitutional Subordination.
#289,CONST-01,MERGED-INTO,,Pass #4 cluster target: Constitutional Subordination.
#289,CONST-05,MERGED-INTO,,Pass #4 cluster target: Constitutional Subordination.
#290,CONST-01,MERGED-INTO,,Pass #4 cluster target: Constitutional Subordination.
#290,CONST-05,MERGED-INTO,,Pass #4 cluster target: Constitutional Subordination.
#291,CONST-01,SOURCE-OF,,Pass #4 cluster target: Constitutional Subordination.
#291,CONST-05,SOURCE-OF,,Pass #4 cluster target: Constitutional Subordination.
#292,DOWN-01,SOURCE-OF,,Pass #4 cluster target: Survey Dependency / Downward Contract.
#292,DOWN-02,SOURCE-OF,,Pass #4 cluster target: Survey Dependency / Downward Contract.
#292,DOWN-03,SOURCE-OF,,Pass #4 cluster target: Survey Dependency / Downward Contract.
#292,DOWN-04,SOURCE-OF,,Pass #4 cluster target: Survey Dependency / Downward Contract.
#293,BOUND-01,SOURCE-OF,,Pass #4 cluster target: Layer Boundaries.
#293,Shared Architecture,SOURCE-OF,,Pass #4 cluster target: Layer Boundaries.
#294,Governance Method Annex,SOURCE-OF,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#294,Historical,SOURCE-OF,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#295,Governance Method Annex,SOURCE-OF,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#295,Historical,SOURCE-OF,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#296,Governance Method Annex,SOURCE-OF,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#296,Historical,SOURCE-OF,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#297,Governance Method Annex,SOURCE-OF,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#297,Historical,SOURCE-OF,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#298,Governance Method Annex,SOURCE-OF,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#298,Historical,SOURCE-OF,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#299,Governance Method Annex,SOURCE-OF,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#299,Historical,SOURCE-OF,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#300,Governance Method Annex,MERGED-INTO,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#300,Historical,MERGED-INTO,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#301,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#302,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#303,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Runtime Independence.
#303,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Runtime Independence.
#304,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Runtime Independence.
#304,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Runtime Independence.
#305,CORE-03b,MERGED-INTO,,Pass #4 cluster target: Failure Semantics.
#305,Conformance Register,MERGED-INTO,,Pass #4 cluster target: Failure Semantics.
#306,CORE-03b,SOURCE-OF,,Pass #4 cluster target: Failure Semantics.
#306,Conformance Register,SOURCE-OF,,Pass #4 cluster target: Failure Semantics.
#307,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#308,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#309,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Rights / Governance Independence.
#310,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#310,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#311,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#311,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#312,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#312,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#313,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#313,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#314,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#314,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#315,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#315,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#316,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#316,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#317,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#317,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#318,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#318,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#319,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#319,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#320,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Parcel Independence.
#320,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Parcel Independence.
#321,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
#321,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Interpretation Independence.
