finding_id,finding_title,original_classification,original_disposition,original_cluster,original_confidence,final_disposition,primary_target,consolidation_parent,pass_resolution,is_survivor,is_mirror,notes
#87,Higher Capability Must Not Create Higher Truth,DERIVED CONSEQUENCE,MERGE INTO STRONGER FINDING OR CLUSTER,Independent Implementation,HIGH,Merged,CORE-03c,#8,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#88,Spatial Ground Must Preserve Exact Handoff Downward,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Survey Dependency / Downward Contract,MEDIUM,Merged,DOWN-01,#12,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#89,Spatial Ground Must Preserve Exact Handoff Upward,UPWARD HANDOFF / HIGHER-LAYER CONTRACT,RETAIN AS INDEPENDENT CANDIDATE,Upward Handoff,HIGH,Upward contract,UP-01,,P4-D15,FALSE,FALSE,Item-level target override from Architectural Resolution Passes.
#90,Spatial Ground Has One Institutional Responsibility,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Minimality and Semantic Restraint,MEDIUM,Merged,BOUND-01,#1,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#91,Spatial Ground Must Remain Subordinate to Constitutional Truth,INSTITUTIONAL / GOVERNANCE CANDIDATE,RETAIN AS INDEPENDENT CANDIDATE,Constitutional Subordination,MEDIUM,Expressed constitutional constraint,CONST-01,,P4-D15,FALSE,FALSE,Item-level target override from Architectural Resolution Passes.
#92,"One World Is Presupposed, Not Produced",DERIVED CONSEQUENCE,MERGE INTO STRONGER FINDING OR CLUSTER,Constitutional Subordination,MEDIUM,Merged,CONST-01,#91,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#93,World Extent Is Not Invented by Spatial Ground,DERIVED CONSEQUENCE,MERGE INTO STRONGER FINDING OR CLUSTER,Constitutional Subordination,MEDIUM,Merged,CONST-01,#91,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#94,Spatial Ground Must Distinguish Constitutional Property From Architectural Expression,INSTITUTIONAL / GOVERNANCE CANDIDATE,MERGE INTO STRONGER FINDING OR CLUSTER,Constitutional Subordination,MEDIUM,Merged,CONST-01,#92,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#95,Spatial Ground Must Not Collapse Into the World Properties Domain,LAYER BOUNDARY / EXCLUSION,MERGE INTO STRONGER FINDING OR CLUSTER,Constitutional Subordination,MEDIUM,Merged,CONST-01,#91,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#96,Connectedness Does Not Imply Unspecified Topology,DERIVED CONSEQUENCE,MERGE INTO STRONGER FINDING OR CLUSTER,Connectedness and Topology,MEDIUM,Merged,CONST-04,#20,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#97,Spatial Ground Must Not Assume Simple Connectedness,UNRESOLVED ARCHITECTURAL QUESTION,REQUIRES ARCHITECTURAL REVIEW,Connectedness and Topology,MEDIUM,Expressed constitutional constraint,CONST-04,,P1-D1,FALSE,FALSE,Item-level target override from Architectural Resolution Passes. Resolved: connectedness does not imply simple connectedness or hole-freedom.
#98,Absence of World-Space Is Not Automatically Exteriority,DERIVED CONSEQUENCE,MERGE INTO STRONGER FINDING OR CLUSTER,Minimality and Semantic Restraint,HIGH,Merged,BOUND-01,#20,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#99,Spatial Ground Must Not Reintroduce a Frontier,DERIVED CONSEQUENCE,MERGE INTO STRONGER FINDING OR CLUSTER,Minimality and Semantic Restraint,MEDIUM,Merged,BOUND-01,#20,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#100,The World-Space Limit Has No Inherent Thickness,DERIVED CONSEQUENCE,MERGE INTO STRONGER FINDING OR CLUSTER,Exact Membership and Boundary Resolution,HIGH,Merged,CORE-03,#15,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#101,Boundary Precision Must Not Imply Physical Surface Detail,DERIVED CONSEQUENCE,MERGE INTO STRONGER FINDING OR CLUSTER,Precision and Refinement,HIGH,Merged,DEF-06,#20,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#102,Spatial Ground Must Remain Planar,FSF DEPENDENCY / DOWNWARD CONTRACT,MERGE INTO STRONGER FINDING OR CLUSTER,Survey Dependency / Downward Contract,MEDIUM,Merged,DOWN-01,#12,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#103,Vertical Meaning Belongs Above Spatial Ground,LAYER BOUNDARY / EXCLUSION,MERGE INTO STRONGER FINDING OR CLUSTER,Interpretation Independence,HIGH,Merged,CORE-05a,#20,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#104,World-Space Area Must Be Derivable,DERIVED CONSEQUENCE,MERGE INTO STRONGER FINDING OR CLUSTER,Minimality and Semantic Restraint,HIGH,Merged,BOUND-01,#57,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#105,World-Space Boundary Length Must Be Derived Where Defined,DERIVED CONSEQUENCE,MERGE INTO STRONGER FINDING OR CLUSTER,Minimality and Semantic Restraint,HIGH,Merged,BOUND-01,#104,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#106,Derived Measurements Must Not Define Membership,DERIVED CONSEQUENCE,MERGE INTO STRONGER FINDING OR CLUSTER,Single Canonical Truth,MEDIUM,Merged,CORE-04,#17,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#107,Spatial Ground Must Not Privilege a Center,DERIVED CONSEQUENCE,MERGE INTO STRONGER FINDING OR CLUSTER,Minimality and Semantic Restraint,HIGH,Merged,BOUND-01,#20,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#108,Computational Origin Is Not World Center,DERIVED CONSEQUENCE,MERGE INTO STRONGER FINDING OR CLUSTER,Minimality and Semantic Restraint,HIGH,Merged,BOUND-01,#20,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#109,Survey Orientation Is Not World Meaning,DERIVED CONSEQUENCE,MERGE INTO STRONGER FINDING OR CLUSTER,Minimality and Semantic Restraint,HIGH,Merged,BOUND-01,#20,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#110,Spatial Ground Must Not Encode Presentation Orientation,DERIVED CONSEQUENCE,MERGE INTO STRONGER FINDING OR CLUSTER,Higher-Layer Independence,HIGH,Merged,CORE-05a,#4,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#111,Globe Presentation Must Remain Derived,DERIVED CONSEQUENCE,MERGE INTO STRONGER FINDING OR CLUSTER,Operational Non-Authority,HIGH,Merged,CORE-05c,#19,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#112,Flat Presentation Must Remain Derived,DERIVED CONSEQUENCE,MERGE INTO STRONGER FINDING OR CLUSTER,Operational Non-Authority,HIGH,Merged,CORE-05c,#111,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#113,Spatial Ground Must Survive Presentation Change,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Higher-Layer Independence,HIGH,Merged,CORE-05a,#42,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#114,Spatial Ground Must Preserve Exact Inclusion Semantics,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Exact Membership and Boundary Resolution,MEDIUM,Merged,CORE-03,#16,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#115,Shared Boundary Cases Must Resolve Once,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Exact Membership and Boundary Resolution,HIGH,Merged,CORE-03,#16,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#116,Canonical Normalization Must Preserve Membership,SPECIFICATION CANDIDATE,MOVE TO SPECIFICATION,Canonical Equivalence,HIGH,Specification,DEF-05,,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view.
#117,Equivalent Geometry Must Produce Equivalent Ground,SPECIFICATION CANDIDATE,MOVE TO SPECIFICATION,Canonical Equivalence,MEDIUM,Specification,DEF-05,,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view.
#118,Spatial Ground Must Reject Self-Contradictory Definitions,CONFORMANCE / VALIDATION CANDIDATE,MOVE TO CONFORMANCE / VALIDATION,Failure Semantics,HIGH,Conformance,CORE-03b,,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view.
#119,Spatial Ground Must Reject Incomplete Authority,CONFORMANCE / VALIDATION CANDIDATE,MOVE TO CONFORMANCE / VALIDATION,Failure Semantics,HIGH,Conformance,CORE-03b,,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view.
#120,Partial Implementations Must Not Masquerade as Canonical Completeness,CONFORMANCE / VALIDATION CANDIDATE,MOVE TO CONFORMANCE / VALIDATION,Conformance and Validation,MEDIUM,Conformance,DEF-04,,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view.
#121,World-Space Must Be Globally Coherent,DERIVED CONSEQUENCE,MERGE INTO STRONGER FINDING OR CLUSTER,Single Canonical Truth,MEDIUM,Merged,CORE-04,#8,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#122,Local Optimization Must Preserve Global Truth,IMPLEMENTATION / OPERATIONAL CANDIDATE,MOVE TO IMPLEMENTATION / OPERATIONS,Operational Non-Authority,HIGH,Implementation,CORE-05c,,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view.
#123,Spatial Ground Must Tolerate Distributed Implementation,IMPLEMENTATION / OPERATIONAL CANDIDATE,MOVE TO IMPLEMENTATION / OPERATIONS,Technology and Infrastructure Independence,MEDIUM,Implementation,CORE-05b,,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view.
#124,Distribution Must Not Fragment Authority,DERIVED CONSEQUENCE,MERGE INTO STRONGER FINDING OR CLUSTER,Single Canonical Truth,HIGH,Merged,CORE-04,#8,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#125,Replicas Must Be Semantically Identical,DERIVED CONSEQUENCE,MERGE INTO STRONGER FINDING OR CLUSTER,Representation Independence,HIGH,Merged,CORE-07,#8,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#126,Preservation Must Include Governing Meaning,PRESERVATION / RECONSTRUCTION CANDIDATE,MOVE TO PRESERVATION / RECONSTRUCTION,Preservation and Archival Survival,HIGH,Preservation,Preservation Register,,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view.
#127,Data Without Specification Is Insufficient,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Preservation and Archival Survival,HIGH,Merged,Preservation Register,#126,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
